SupplierID,NumberOfCustomers,AverageShareofBusiness,AverageSizeofSuppliers,AverageSizeofCustomers,CAGRBusiness,TechnologyInvestment,CountryGDP,CountryGDPGrowth,IndexOfPoliticalTurmoil,IndexOfSocialTurmoil,NumberofProducts,NumberofNewProducts,ProfitabilityLast5Years,Bankruptcy
1548,14,27.22,161.57,1044.43,-12.72,33.73,340.8151234,6.92,0.303982766,0.982824379,17,2,23.21,0
1549,10,78.58,388.36,1111.58,-2.23,30.25,40.85650784,-3.4,0.952249045,0.038491551,20,14,-9.02,0
1550,3,61.92,366.71,1246.35,-8.02,8.77,180.3684702,0.72,0.716455542,0.929131176,6,2,11.24,1
1551,11,23.73,523.09,256.67,1.52,6.81,471.886167,-3.23,0.71128161,0.259595601,17,10,15.18,1
1552,17,63.39,606.49,808.89,9.49,4.12,606.8448246,-3.94,0.811195584,0.710788272,10,5,-3.58,0
1553,5,49.53,755.87,1219.62,-6.7,38.96,232.9182266,6.95,0.061443303,0.464588657,17,1,28.04,0
1554,19,58.72,145.2,327.96,7.48,22.05,700.9519281,1.56,0.487932967,0.342484269,16,0,19.26,0
1555,14,25.09,607.01,1334.55,7.58,35.91,900.5872846,-3.56,0.320133137,0.351536263,9,2,21.34,0
1556,7,75.93,223.28,1905.42,18.07,24.44,26.4971505,3.2,0.538608915,0.540617553,9,8,17.23,0
1557,13,38.42,348.64,1163.11,-4.77,21.87,965.6472419,2.5,0.649884155,0.987092777,12,11,0.92,0
1558,17,50.98,759.24,970.01,3.32,17.14,202.5560088,5.93,0.738030898,0.899320769,13,6,-5.76,0
1559,17,36.62,620.82,1237.1,24.31,38.07,722.078078,5.13,0.61891253,0.936187249,20,20,4.35,0
1560,3,35.66,654.38,1008.45,-5.38,0.78,668.8833626,-3.19,0.884877442,0.307540053,3,2,18.12,0
1561,19,66.12,67.94,1707.44,18.4,4.37,338.2522443,-3.52,0.885488438,0.206016112,11,11,8.65,0
1562,1,28.38,477.54,615.38,-3.24,23.92,759.1180772,-4.37,0.135279201,0.484515596,6,6,21.88,0
1563,1,69.93,64.69,1933.52,-1.13,31.1,633.879102,-1.51,0.581668202,0.565673117,5,2,-8.06,0
1564,5,25.88,142.34,553.58,9.19,37.38,656.295328,5.16,0.483031697,0.60823259,17,16,-3.82,0
1565,20,26.07,176.14,502.53,-4.17,23.65,633.5331277,1.6,0.861158751,0.705277143,17,15,7.07,1
1566,19,41.17,342.53,1783.35,24.33,38.76,219.5667994,5.46,0.154672029,0.789333261,4,2,24.88,0
1567,20,28.52,611.35,1946.85,-9.73,20.19,442.8859059,-4.44,0.342046697,0.451507908,18,17,-6.35,0
1568,16,73.15,462.99,1225.7,1.3,2.31,83.8245331,5.66,0.999167943,0.701465213,10,4,-1.75,1
1569,2,10.91,795.84,876.09,11.5,42.38,169.3402181,-4.31,0.896081731,0.636937352,10,7,25.76,0
1570,19,55.47,453.13,986.15,9.9,46.66,478.909095,6.59,0.060409672,0.235891046,15,8,27.52,0
1571,15,24.06,143.09,1276.16,-7.69,29.65,483.5298954,-0.95,0.549102515,0.979223284,6,3,6.03,1
1572,19,79.32,620.27,1677.99,2.02,32.73,200.4889963,6.35,0.583405361,0.744777133,6,3,21.17,0
1573,4,45.67,787.95,158.44,20.44,33.18,455.2298648,-3.35,0.734133442,0.544996346,8,3,-4,0
1574,8,30.36,202.68,473.47,-2.34,42.6,570.6681978,0.08,0.496664191,0.122780431,15,4,11.08,0
1575,11,74.49,123.19,1481.06,12.45,42.36,532.038969,-5.23,0.347152005,0.59694287,9,4,6.75,0
1576,1,48.17,98.67,654.41,12.63,45.12,49.57201187,-5.82,0.261552169,0.037966912,20,5,-1.06,0
1577,1,18.34,535.77,836.52,9.78,34.98,775.8637465,-2.7,0.565194085,0.686644106,17,2,16.65,0
1578,19,25.62,457.42,702.53,18.78,0.57,316.9721629,-2.34,0.153769746,0.332829527,9,5,17.63,0
1579,7,72.38,835.38,1130.62,-11.82,19.16,242.9235707,-4.74,0.937130494,0.970719433,5,2,-1.72,1
1580,7,69.6,538.71,231.89,23.96,28.97,836.8319967,-5.07,0.669694466,0.596032697,10,9,17.24,0
1581,3,56.72,51.11,383.66,1.75,42.87,429.6958783,4.06,0.274200942,0.028538713,10,0,11.1,0
1582,5,76.65,632.85,1465.02,24.74,37.25,431.8706512,-0.58,0.29031227,0.399854109,19,2,-6.44,0
1583,11,59.31,258.31,1722.1,21.44,18.26,301.2137536,3.7,0.92863216,0.08111722,3,3,25.55,0
1584,16,71.51,856.29,1656.35,10.25,4.25,586.142817,-2.85,0.631833,0.155846629,3,1,15.03,0
1585,13,33.58,713.8,1310.73,-10.6,1.13,389.3987326,0.79,0.029219681,0.977109293,20,0,-4.32,0
1586,19,44.67,232.35,460.9,20.41,10.39,386.3801844,3.82,0.202380508,0.305039763,6,3,10.87,0
1587,12,79.76,873.67,319.55,8.72,24.64,192.6806371,5.08,0.609397963,0.231815732,2,2,26.6,0
1588,9,13.34,682.35,1042.1,-13.4,15.69,544.743299,1.86,0.269733952,0.674456084,9,0,-3.47,1
1589,16,52.85,494.17,1895.54,11.54,10.12,547.5511871,-3.86,0.290243366,0.626131457,20,20,6.14,0
1590,11,52.94,736.38,813.17,8.41,49.87,932.1756762,2.51,0.54638066,0.563707182,10,4,12.3,0
1591,5,58.17,850.16,1336.18,13,38.78,536.3398916,0.4,0.107440016,0.397880531,18,2,23.11,0
1592,14,45.82,700.99,164.83,7.58,43.29,691.7232755,0.34,0.449390001,0.485265842,16,5,16.2,0
1593,8,71.34,458.81,317.55,-6.98,38.41,833.1415974,-1.8,0.852353326,0.687514133,9,2,10.99,0
1594,12,43.72,416.41,170.18,-0.1,46.66,477.1595182,-3.06,0.35036436,0.383550033,10,2,8.74,0
1595,5,43.35,705.67,474.12,11.11,38.12,146.5488284,-0.08,0.426566627,0.695277338,5,2,28.78,0
1596,12,57.53,561.11,325.22,10.84,10.41,114.7571953,-5.5,0.209452475,0.076746828,11,6,2.76,0
1597,16,70.36,391.08,790.84,23.29,19.6,490.0765526,-4.19,0.289738272,0.875291614,14,11,13.01,0
1598,12,60.37,126.57,713.08,13.6,29.62,991.7274008,5.47,0.90719759,0.207845679,20,16,5.76,0
1599,11,46.41,10.56,1593.08,24,4.89,579.0540166,2.19,0.376512556,0.547517655,1,0,18.24,0
1600,19,34.67,619.87,614.18,11.05,33.78,660.2634509,0.53,0.765376211,0.813945737,8,2,-9.74,1
1601,20,49.51,169.24,608.68,15.48,34.89,695.3398671,-0.13,0.702675571,0.596226093,15,10,28.75,0
1602,9,62.82,209.82,464.77,-5.81,6.18,890.5271595,-1.51,0.053479947,0.952506208,9,8,19.91,0
1603,16,71.95,101.49,396.9,-12.68,41.13,844.7699035,-1.3,0.17881837,0.935629778,14,13,15.02,0
1604,17,45.6,15.71,1881.42,-2.79,10.92,451.8992208,-0.63,0.317358196,0.844207509,17,10,-10.82,0
1605,16,68.13,58.87,1233.06,1.62,16.35,171.8025456,-0.26,0.116506433,0.208108408,14,9,2.72,0
1606,20,64.1,790.63,1728.96,-11.66,45.87,484.2481369,-4.41,0.892981836,0.943262421,13,1,-10.92,1
1607,1,22.65,684.97,647.06,10.67,33.63,206.4246611,6.21,0.668850668,0.055266579,18,12,23.84,0
1608,8,68.62,780.28,1720.54,18.61,36.7,989.0657168,2.03,0.502862758,0.897292792,5,4,7.72,0
1609,3,21.6,326.62,217.88,10.05,48.72,165.6493365,-0.85,0.325967231,0.394699965,18,7,-2.8,0
1610,3,16.3,601.93,1789.33,-14.51,48.09,464.9873278,-5.73,0.888387756,0.367325992,8,0,1.38,1
1611,2,45.68,129.01,995.61,1.13,27.04,750.7783379,-3.1,0.066338026,0.831775955,9,4,-8.75,0
1612,13,50.9,294.16,1592.91,16.04,5.8,100.4498487,-3.01,0.199512206,0.588664615,18,11,3.26,0
1613,1,62.68,863.54,815.77,13.17,24.83,698.3234474,-0.72,0.758536457,0.727485828,11,4,14.96,0
1614,5,50.97,666.86,1962.99,4.89,45.34,243.6768661,-3.24,0.722133159,0.101390923,11,11,-5.42,0
1615,20,33.8,737.14,1444.15,-9.44,29.19,82.37244656,-3.52,0.317548436,0.924450672,9,6,-5.5,0
1616,20,68.25,796.26,239.4,-4.7,18.29,567.5148704,1.98,0.312246303,0.029408343,2,0,-5.59,0
1617,7,68.19,524.89,378.97,2.9,47.16,958.7114626,1.34,0.831498209,0.177927907,9,5,-0.91,0
1618,15,62.45,395.59,1433.85,20.55,44.31,526.9664285,-0.21,0.677353254,0.434361651,7,1,11.58,0
1619,20,18.9,740.71,175.25,-5.09,13.97,159.8438696,-1.24,0.045305474,0.209891827,14,9,22.42,0
1620,17,64.63,122.67,1794.65,19.72,25.21,171.3817406,-2.55,0.987982227,0.725524322,18,12,26.4,0
1621,9,34.47,402.77,371.95,-2.14,9.45,970.8358665,-3.87,0.93117169,0.242203513,20,0,14.86,1
1622,6,78.44,102.97,1782.79,20.41,19.34,282.9334264,0.12,0.712234752,0.382665641,13,2,-0.73,0
1623,17,63.09,520.69,1983.22,-8.03,0.77,333.5796599,2.11,0.846981783,0.01514358,14,6,-9.19,0
1624,11,70.95,78.3,264.29,2.97,49.88,76.30865527,6.05,0.313897501,0.453179648,17,2,25.02,0
1625,14,29.53,760.95,392.16,8.84,4.03,10.99624543,3.43,0.215408311,0.488850679,15,12,-6.49,0
1626,17,48.01,717.12,1935.47,-7.32,49.8,59.16732115,-0.41,0.729990083,0.370162917,12,2,28.8,0
1627,9,27.84,129.99,1946.35,-2.9,37.69,942.1548634,-1.44,0.01265944,0.840361299,17,0,-5.65,0
1628,11,66.74,154.17,1513.72,4.79,24.82,195.1291113,2.6,0.439888549,0.912199549,11,11,1.83,0
1629,11,60.54,702.73,1114.25,-14.34,2.73,836.5530034,-4.54,0.57824998,0.253388675,13,8,22.37,0
1630,20,10.95,894.75,673.05,17.15,36.77,680.6900301,6.49,0.402332559,0.073903227,6,4,9.75,0
1631,17,45.18,851.48,738.92,-14.29,7.33,221.5262918,4.25,0.53944791,0.455181909,9,1,16.18,0
1632,14,61.79,604.63,1528.13,22.96,17.04,383.1734988,5.34,0.896763134,0.327442068,12,2,24.11,0
1633,13,31.94,641.6,282.83,2.2,18,948.5470706,-3.47,0.57396661,0.968121737,3,0,1.37,1
1634,17,37.35,784.58,593.93,-13.77,36.42,49.66127291,-1.47,0.794388902,0.582637174,1,0,-9.98,1
1635,11,74.74,313.04,1619.18,-8.19,41.77,699.4805387,-4.08,0.986622655,0.001477797,9,1,19.81,0
1636,3,61.42,250.43,1549.64,23.08,12.03,519.480277,-4.6,0.269857775,0.970296097,12,2,13.54,0
1637,8,50.87,638.59,728.63,12.29,40.31,346.313983,-1.1,0.038200275,0.215625692,7,6,17.87,0
1638,16,17.45,772.73,1800.87,13.48,2.3,548.7258166,-0.92,0.392179062,0.439546942,9,7,20.54,0
1639,10,36.41,787.61,1488.72,11.98,14.56,958.5944428,3.17,0.971941858,0.798145285,16,11,14.69,0
1640,11,55.84,15.6,385.17,-5.43,26.2,137.4145324,3.2,0.719430443,0.980325443,20,7,-5.55,1
1641,6,67.05,226.58,1458.81,21.88,30.97,717.5609823,-1.73,0.155569102,0.781348688,2,2,24.64,0
1642,5,45.68,202.93,1107.73,-9.68,5.59,524.5200757,-2.04,0.688270888,0.655769302,20,6,-6.44,1
1643,17,68.89,652.84,407.19,17.96,2.72,565.8238016,3.93,0.933766535,0.206818854,4,2,14.39,0
1644,3,71.69,471.08,1161.11,10.11,34.45,429.5622368,0.71,0.67186346,0.83068574,9,2,6.45,0
1645,7,74.74,596.23,111.28,-9.52,14.69,107.4239802,-3.7,0.041156586,0.785915078,11,3,-1.56,0
1646,10,42.49,236.34,1562.53,8.37,37.45,227.6823649,-0.2,0.837054838,0.92098629,5,5,-3.46,1
1647,5,49.31,417.31,972.54,-3.31,8.5,333.1516366,4.61,0.48350455,0.244748883,11,7,-10.52,0
1648,13,58.83,856.11,321.1,23.7,13.53,492.6348154,-1.31,0.432616897,0.545298169,1,0,-10.43,0
1649,3,30.22,792.59,1706.75,-2.28,37.96,109.8961903,5.91,0.743785586,0.340511154,1,1,-4.81,1
1650,1,60.24,734.15,1622.51,24.26,28.56,145.4819603,5.83,0.972015666,0.092930586,2,2,21.76,0
1651,4,78.16,925.43,1678.13,-2.43,42.59,2.457805591,0.22,0.652061281,0.436732123,16,1,-0.32,0
1652,6,77.57,437.67,459.41,1.57,18.46,861.4619716,-5.17,0.608699463,0.195793346,13,0,10.58,0
1653,7,61.98,529.15,509.82,-1.41,39.41,265.6418579,0.42,0.119325538,0.210044342,6,6,-3.15,0
1654,13,62.52,107.86,1459.28,-1.55,48.06,229.7505644,-3.75,0.833189616,0.667637219,11,10,10.59,0
1655,2,33.99,87.95,1917.61,20.13,8.17,689.7974652,-4.71,0.879168758,0.650696834,14,10,14.61,0
1656,15,21.66,120.67,1624.41,24.52,5.22,483.6025487,5.45,0.628564736,0.663287862,11,1,-4.17,0
1657,15,32.86,371.54,1022.82,4.56,48.97,83.1020078,-5.47,0.53329534,0.373504753,17,14,-2.13,0
1658,1,26.03,853.36,1566.88,-9.15,12.56,377.9546327,-1.51,0.99206086,0.486041279,18,12,20.99,1
1659,2,45.1,560.39,1266.81,-1.2,8.61,347.7161811,2.99,0.953853533,0.372109339,3,2,9.86,1
1660,16,21.47,228.46,203.87,6.63,13.29,583.0256164,3.48,0.797173144,0.291343824,6,0,-3.34,1
1661,16,12.32,471.38,523.46,-2.15,46.87,790.4949786,-1.82,0.722268064,0.60084007,13,11,17.16,0
1662,18,64.47,453.37,369.15,13.61,47.09,296.7742102,-2.46,0.792936014,0.860827671,5,1,12.25,0
1663,14,38.52,547,1296.82,14.27,0.15,925.8674785,1.22,0.181752591,0.615715474,14,0,22.83,0
1664,4,38.81,616.89,1375.93,-13.57,0.14,446.0706103,-0.98,0.776995997,0.454094222,9,9,4.13,1
1665,12,69.14,370.03,920.18,3.84,36.83,188.4000792,2.25,0.149857932,0.780241191,13,10,3.7,0
1666,8,19.48,197.73,1805.65,5.88,29.22,175.7022907,2.38,0.681268781,0.963204983,16,5,15.98,0
1667,10,21.94,164.7,525.2,3.83,21.24,991.8610666,-3.79,0.785035274,0.292602292,13,8,3.49,1
1668,14,20.04,68.46,263.86,-6.88,35.88,157.9744758,2.82,0.97215263,0.564705311,3,2,-7.39,1
1669,17,49.01,673.75,1916.88,-4.49,7.93,304.5855481,-4.54,0.974756947,0.520886154,15,0,14.05,0
1670,10,45.78,344.2,418.31,21.86,6.11,365.3072375,6.63,0.217151751,0.261450474,17,15,13.24,0
1671,1,35.21,66.27,347.18,-12.44,31.53,396.9313515,0.62,0.463547985,0.840927153,6,0,-4.7,1
1672,3,31.19,24.38,1719.42,-4.05,23.78,124.1334679,4.1,0.531563749,0.227675829,9,0,0.69,0
1673,12,32.25,628.26,1866.7,21.28,36.12,12.88983756,-4.33,0.885239089,0.57295347,2,2,13.21,0
1674,1,79.4,563.57,1004.18,16.7,48.06,43.02997136,-3.77,0.422333901,0.843126976,17,14,15.56,0
1675,11,60.04,940.7,1764.28,5.32,47.29,547.3102327,-0.77,0.791024596,0.733060287,8,7,19.96,0
1676,4,72.91,717.19,1104.15,16.27,21.64,514.3700335,0.07,0.970398701,0.071024503,16,9,8.23,0
1677,11,13.46,242.84,1146.06,13.95,6.96,414.2042282,-2.74,0.204278522,0.058296969,7,7,-4.87,0
1678,11,50.02,458.07,581.38,-4.51,48.78,241.9515967,0.01,0.962761147,0.285958155,7,4,19.02,0
1679,4,43.87,343.92,985.69,24.14,21.41,762.8924975,6.79,0.367429059,0.800185972,17,15,9.64,0
1680,12,39.03,579.55,1266.87,7.77,36.34,44.78346788,0.55,0.44495883,0.888337491,10,10,7.69,0
1681,10,27.76,64.51,1561.26,11.87,24.16,547.1036909,-0.5,0.60938636,0.188339787,17,16,21.74,0
1682,3,17.29,690.43,1625.1,12.45,49.35,737.1380845,-3.58,0.764310343,0.282748485,19,16,22.41,0
1683,3,76.48,781.32,1347.2,0.07,29.21,824.1772469,-3.59,0.565668838,0.496626493,5,0,21.54,0
1684,13,56.61,375.39,122.86,16.13,37.98,736.4713346,4.04,0.260773954,0.564366996,2,2,26.62,0
1685,16,76.14,692.16,596.4,-11.66,12.67,728.2346148,0.73,0.518203063,0.556490843,5,2,1.85,0
1686,3,55.9,481.58,573,-14.15,5.45,532.5606323,4.69,0.510645579,0.912995905,17,6,20.92,0
1687,20,71.76,911.08,1101.41,-7.76,6.05,272.3965877,-0.99,0.071097134,0.976989218,18,4,-5.37,0
1688,7,15.13,653.22,1617.99,-2.63,3.49,215.9534961,5.71,0.631260521,0.904657463,15,9,14.01,1
1689,5,50.69,592.81,1515.92,16.65,43,280.0739367,-0.26,0.982511499,0.914830401,5,5,17.11,0
1690,10,18.5,857.88,872.42,-14.99,24.79,336.0144815,-5.18,0.704046923,0.071271016,17,8,7.48,1
1691,11,27.38,722.92,906.81,-4.06,29.72,250.0799225,-1.6,0.496918506,0.119929093,16,11,-10.12,0
1692,12,79.7,611.97,1087.42,-8.57,21.16,215.4339521,-3.81,0.022367896,0.319447484,11,6,1.72,0
1693,12,48,316.71,111.56,11.99,17.01,585.6134761,6.47,0.174463581,0.96530304,7,5,2,0
1694,4,49.26,131.72,539.95,11.01,46.45,146.3021808,-3.33,0.997116536,0.781850233,12,2,-4.32,1
1695,19,37.96,289.05,1467.4,22.26,15.9,261.053178,-2.36,0.594525003,0.693970573,8,8,3.05,0
1696,4,37.57,549.6,539.88,15.54,5.72,892.8762185,2.93,0.016219026,0.098747136,16,12,6.57,0
1697,14,78.25,632.45,182.42,13.85,1.07,325.5061494,-3.33,0.235696457,0.713289098,7,3,15.95,0
1698,10,51.44,562.32,735.24,2.87,4.15,209.0080303,4.24,0.259347079,0.651792303,2,0,-8.84,0
1699,5,51.4,239.93,1764.39,7.97,33.59,742.383748,0.6,0.027870266,0.711816961,5,0,-4.59,0
1700,13,37.23,30.57,715.25,-10.59,13.6,113.84758,1.65,0.677338602,0.007945841,18,7,-8.35,0
1701,2,33.78,449.53,1838.24,5.11,11.31,744.6139385,-3.46,0.288104337,0.276717047,9,6,11.61,0
1702,10,25.24,399.36,302.47,-2.83,7.59,644.8837901,3.41,0.494023946,0.279741758,19,6,-4.68,0
1703,12,14.65,359.28,358.29,19.72,21.45,124.6881371,-0.12,0.914510179,0.790988716,3,2,2.24,1
1704,13,61.23,96.75,131.22,8.99,6.3,537.4819407,2.88,0.4020662,0.856613799,1,0,25.56,0
1705,14,37.46,827.69,338.69,-4.52,26.36,700.9591498,-5.7,0.818708564,0.299842568,4,0,7.38,0
1706,11,47.64,619.72,1509.69,-13.05,44.43,101.4217294,1.19,0.901406367,0.966186834,13,9,-1.87,1
1707,12,70.34,731.05,1230.96,22.45,32.58,128.0786298,-1.87,0.73387264,0.238292584,18,2,0.86,0
1708,3,68.79,232.27,965.74,-13.48,43.1,834.2426431,1.86,0.081655815,0.062578505,8,6,-0.61,0
1709,5,30.23,253.25,1445.1,21.41,46.39,377.2630251,-2.22,0.1321842,0.986091023,17,14,3.34,0
1710,1,58.08,605.59,449.5,-13.89,31.11,333.2704727,-3.89,0.397454154,0.127886944,16,6,20.08,0
1711,1,74.06,643.2,440.63,-4.04,34.39,939.2293881,2.34,0.214975292,0.441666076,15,8,18.25,0
1712,4,53.23,67.27,1587.93,-12.06,35.05,276.1894623,-3.99,0.334696472,0.438957237,9,9,15.13,0
1713,3,24.89,826.37,854.03,-8.85,30.32,386.9269016,5.77,0.377187851,0.573633079,11,3,-10.44,1
1714,4,79.97,560.55,869.85,19.22,21.82,746.237751,1.58,0.15841658,0.793681285,7,1,18.27,0
1715,3,76.72,513.47,248.59,-10.95,27.94,956.9133165,-1.55,0.859798472,0.816290013,2,1,8.06,0
1716,14,28.69,389.28,1408.78,8.31,49.29,870.3484803,5.76,0.571865466,0.744268498,5,3,-6.65,0
1717,13,30.07,233.16,1735.06,20.39,13.02,181.8162177,0.59,0.19648377,0.504490517,18,12,15.41,0
1718,1,49.07,187.61,1238.78,-0.6,6.76,158.8578916,-4.74,0.828313011,0.371797635,5,5,12.7,0
1719,19,75.6,140.76,665.96,-7.98,33.11,298.6640346,5.78,0.817322688,0.358171161,20,16,10.06,0
1720,18,55.66,596.29,1612.02,8.45,26.97,706.2440784,5.36,0.875767129,0.849207179,11,3,-2.42,0
1721,10,10.54,920.11,1922.23,8.15,24.7,873.5643881,-0.86,0.772981824,0.163125167,7,3,7.26,0
1722,15,73,794.6,1511.79,21.43,18.3,131.4904558,-4.33,0.537631371,0.158822425,9,7,8.88,0
1723,13,63.08,829.46,1984.89,-5.26,17.59,374.9117225,6.62,0.099211974,0.996053383,13,2,19.56,0
1724,16,46.92,838.11,1490.65,16.77,12.02,450.5760335,1.06,0.005757878,0.268742616,14,8,11.95,0
1725,9,52.43,311.49,1672.09,6.58,42.6,953.2248645,1.4,0.744146027,0.121134253,15,8,7.01,0
1726,6,52.9,334.02,1604.43,22.19,33.5,763.3442386,6.49,0.860690519,0.656054345,11,2,-1.78,0
1727,12,79,214.81,1487.92,-0.29,44.92,13.37370907,-0.98,0.012794683,0.774662265,17,0,6.23,0
1728,17,26.65,216.58,204.68,1.04,8.65,761.2571624,4.9,0.572500973,0.803702216,7,7,4.11,1
1729,2,65.75,112.17,1135.26,17.18,29.7,440.2544347,5.95,0.823440257,0.844335395,6,0,24.16,0
1730,18,12.72,104.27,517.85,7.18,3.44,317.067273,-4.23,0.55944894,0.552101494,7,1,12.71,1
1731,4,32.71,22.92,1436.47,1.96,36.92,350.3314871,2.91,0.794413606,0.188657832,13,1,10.09,0
1732,2,64.67,775.54,1159.44,11,0.64,226.7256744,6.26,0.577231222,0.084008313,4,2,13.85,0
1733,7,44.39,305.66,1174.08,-9.47,28.99,974.4864474,2.06,0.904594843,0.182143886,10,9,22.44,0
1734,12,33.54,934.49,700.28,10.72,6.57,948.7809116,-0.25,0.30260843,0.92716006,4,4,25.52,0
1735,15,75.96,162.98,400.22,-10.48,49.25,292.8602173,-1.64,0.195116467,0.777698899,20,13,7.01,0
1736,1,20.24,183.65,723.91,-0.23,41.27,809.2129324,4.27,0.666702029,0.773933358,13,10,28.56,0
1737,19,47.3,682.82,1951.26,-13,14.63,117.3295229,2.18,0.254070511,0.86549742,2,2,-5.63,0
1738,6,69.43,541.77,1671.09,24.02,19.84,467.6927256,-3.83,0.656075267,0.634508536,5,0,-3.97,0
1739,1,65.77,740.99,679.15,12.2,8.85,231.5695029,-1.14,0.577989179,0.423889951,9,4,28.44,0
1740,15,45.85,288.28,1879.61,9.35,23.96,141.7825137,5.59,0.755099429,0.524686155,13,6,20.02,0
1741,19,38.13,89.29,823.94,21.08,34.39,767.698368,3.31,0.82355933,0.109032814,10,4,12.04,0
1742,12,64.51,411.24,1750.16,9.25,2.52,589.4596544,-0.15,0.478138635,0.932773127,14,8,25.24,0
1743,12,73.91,562.28,1343.56,4.32,2.65,534.0693632,6.66,0.794083694,0.286733362,16,3,6.81,0
1744,11,47.57,396.98,1238.23,2.37,48.09,699.4556993,-2.19,0.400275525,0.04923984,3,0,2.32,0
1745,1,64.05,789.86,1032.7,16.81,24.07,448.2130014,-2.04,0.919271869,0.762333896,20,2,9.18,0
1746,7,73.83,228.31,622.22,-6.04,32.26,787.398165,-4.25,0.00128069,0.261939125,19,17,-4.14,0
1747,12,62.5,362.78,1843.8,-12.18,11.46,117.0466414,-0.06,0.308233327,0.776405732,13,4,27.88,0
1748,2,55.74,176.72,1077,11.9,11.76,356.7198007,-5.94,0.129013255,0.942894836,1,1,24.71,0
1749,16,48.26,165.9,1871.88,13.76,30.59,642.1287081,-1.16,0.089217531,0.5196724,2,1,-4.13,0
1750,13,43.6,841.79,1485.19,-10.73,7.28,326.8657075,2.59,0.411040343,0.436452695,1,0,3.28,0
1751,6,19.16,572.2,126.85,10.38,20.66,945.238275,-2.96,0.270497087,0.463641219,13,6,20.96,0
1752,2,55.88,780.04,1514.9,-8.76,48.43,142.4434325,-3.3,0.025557222,0.461057091,2,0,4.01,0
1753,19,31.87,410.75,1033.04,11.5,24.87,788.2705396,2.96,0.876745241,0.537572556,12,12,9.42,0
1754,16,21.85,249.11,1903.47,18.72,40.11,758.7650107,3.18,0.003714262,0.234046311,15,1,7.61,0
1755,3,77.07,83.86,231.72,22.33,26.31,147.8034236,0.35,0.345466111,0.510763933,11,10,14.08,0
1756,9,63.33,115.18,1272.93,16.41,17.17,741.9886012,2.25,0.692992223,0.600977652,18,17,13.31,0
1757,1,57.59,920.84,1479.42,-11.22,6.64,958.4119798,2.93,0.231087597,0.266010508,4,1,24.5,0
1758,13,24.33,487.26,1759.4,18.35,3.49,21.29344519,-2.21,0.635437879,0.283582987,8,7,24.08,0
1759,9,20.72,264.63,851.19,3.32,16.04,970.0277694,-4.48,0.153092606,0.835162624,15,9,1.64,0
1760,1,31.05,490.65,960.48,22.26,13.88,967.4444512,5.92,0.002714869,0.450640287,16,6,2.13,0
1761,8,44.65,680.6,1888.31,13.16,49.9,440.5924384,5.7,0.479685287,0.633841909,12,12,18.87,0
1762,14,17.15,922.97,1117.73,12.41,20.82,13.77067872,-1.15,0.797164265,0.663564306,5,5,23.68,0
1763,20,19.82,834.44,888.6,-11.49,27.16,359.760062,3.04,0.841651888,0.147433689,9,5,24.53,0
1764,14,62.6,429.02,807.56,21.78,15.58,308.0046543,1.09,0.674958734,0.438625739,19,3,-2.58,0
1765,19,63.89,721.46,1354.01,-11.73,37.77,600.7352996,6.56,0.578317049,0.673322514,5,1,28.39,0
1766,11,11.3,481.49,433.1,-10.33,0.55,23.21293989,0.92,0.690135725,0.528861759,11,1,6.59,1
1767,5,67.94,250.01,256.52,5.44,37.41,879.3172025,6.76,0.450115275,0.002386422,2,2,15.23,0
1768,16,20.45,929.68,1036.58,-9.93,32.06,556.1216052,-2.79,0.397490782,0.095275449,7,4,4.56,0
1769,7,48.2,641.62,1956.21,20.03,28.75,787.1507548,-3.68,0.290172918,0.886629259,9,8,8.52,0
1770,19,37.32,218.66,188.74,14.79,13.66,53.63322836,3.14,0.920171101,0.660574123,9,3,-1.91,1
1771,15,61.17,433.61,187.2,19.69,35.62,131.9674442,-0.49,0.233974578,0.705875239,7,1,15.8,0
1772,18,71.74,305.59,1628.85,6.72,38.89,755.7946756,-0.42,0.143713514,0.612270071,1,1,26.91,0
1773,3,29.59,96.57,1433.68,16.32,14.89,5.011648594,0.51,0.155194587,0.74672129,3,2,11.2,0
1774,20,44.96,38.84,691.62,5.24,17.96,353.6179516,-0.05,0.911669243,0.777468139,14,14,28.71,0
1775,12,41.53,414.69,1940.82,2.56,37.92,420.103857,1.44,0.259774137,0.515471233,13,12,-8.59,0
1776,15,70.98,860.18,1337.22,4.24,30.15,139.9910848,0.33,0.96466023,0.598354517,13,13,-6.64,0
1777,15,72.32,489.84,1331.58,-2.49,48.51,501.4346285,2.6,0.122485537,0.583554675,11,1,14.88,0
1778,15,72.72,303.79,1256.83,3.14,46.6,335.7909614,-4.48,0.32048756,0.094692244,14,2,-5.76,0
1779,4,42.35,474.41,803.08,-7.3,16.53,19.00169559,-5.6,0.269227226,0.745004108,13,5,17.73,0
1780,10,18.1,840.17,105,-3.17,9.4,434.9210136,-0.25,0.443902193,0.472936517,4,4,2.55,0
1781,1,37.64,898.75,1843.04,23.5,17.58,847.5494101,6.54,0.645085739,0.484921303,10,8,4.82,0
1782,8,23.75,515.76,594.13,-7.22,15.79,247.5213792,0.78,0.697409341,0.526404743,12,0,15.37,1
1783,5,30.01,167.72,1763.64,22.39,1.35,374.1808736,0.29,0.842898413,0.373537531,16,4,24.56,0
